# Purpose: This is the global standard DICOM data dictionary for the dpx-dicom.
#
# This file contains the complete data dictionary from the latest edition of
# the DICOM standard. This also includes the non-private definitions from the
# DICONDE (Digital Imaging and Communication in Nondestructive Evaluation) and
# DICOS (Digital Imaging and Communications in Security) standard.
#
# Generated automatically from DICOM PS3.6 2022e and DICOM PS3.7 2022e.
# File created on Fri, 20 Jan 2023 16:03:03 +0300 by "stingx" on "desktop-2iqn19a".
#
# Full command line:
# target\debug\mk-dicom-tsv.exe D:\pc\rust\dicom-standard-xml\docbook
#
# Each line represents an entry in the data dictionary. Each line has 6 fields
# `Tag`, `VR`, `Name`, `Keyword`, `VM` and `Version`.
#
# Entries need not be in ascending tag order. Entries may override existing
# entries. Each field must be separated by a single tab. It is assumed, that
# more general items goes first, than more specific.
#
# `Tag` field must in form `(gggg,eeee[,"creator"])` where `gggg`, `eeee` must
# be in hexadecimal form or one of special characters: `X` = any digit, 'O' -
# odd digit, 'N' - even digit. `creator` string is optional and specifies Private
# Attribute creator. If present, it must be enclosed in double quotes and
# separated by comma from an adjacent element number.
#
# `VR` field can contain up to three Value Representation names separated with " or "
# Undefined VR should be written as "??".
#
# `Name` field should contain only graphical ASCII characters and white
# space [\x20-\x7E]. Maximum length is 128 bytes.
#
# `Keyword` field should contain only a subset of ASCII characters [A-Za-z0-9_]
# preferably in CamelCase. Keyword should start with a letter. Maximum length is
# 64 bytes.
#
# `VM` field should contain one of the forms: `B`, `B-E`, `B-n`, `B-Bn`, where
# `B` - minimum number of repetitions 0 to 255, `E` - maximum number of
# repetitions 1 to 255, `n` - literal "n" symbol, which denotes "unbounded".
# Special form `B-Bn` means "arbitrary number multiple of B".
#
# `Version` field should contain one of the following terms (case insensitive):
# - `Invalid` - invalid attribute
# - `Dicom` - standard DICOM attribute
# - `Diconde` - standard DICONDE attribute
# - `Dicos` - standard DICOS attribute
# - `Ret` - retired attribute from an unspecified source.
# - `Priv` - This is a private attribute known not to contain any patient
#   identifying information.
# - `Priv(X)` - This is a private attribute that contains patient
#   identifying information. 'X' specifies a method of "de-identification" for
#   this attribute and should be one of the following:
#   - `D` - replace with a non-zero length value that may be a dummy value and
#     consistent with the VR
#   - `Z` - replace with a zero length value, or a non-zero length value that
#     may be a dummy value and consistent with the VR
#   - `X` - remove
#   - `U` - replace with a non-zero length UID that is internally consistent
#     within a set of Instance
#
# Comments have a '#' at the beginning of the line. The file should be encoded
# as UTF-8 without BOM.
#
# Tag		VR	Name			Keyword			VM	Version
(0000,5120)	LT	Page Position ID	PagePositionID	1	Ret
(0000,5130)	CS	Text Format ID	TextFormatID	1	Ret
(0000,5140)	CS	Normal/Reverse	NormalReverse	1	Ret
(0000,5150)	CS	Add Gray Scale	AddGrayScale	1	Ret
(0000,5160)	CS	Borders	Borders	1	Ret
(0000,5170)	IS	Copies	Copies	1	Ret
(0000,5180)	CS	Command Magnification Type	CommandMagnificationType	1	Ret
(0000,5190)	CS	Erase	Erase	1	Ret
(0000,51A0)	CS	Print	Print	1	Ret
(0000,51B0)	US	Overlays	Overlays	1-n	Ret
(0002,0000)	UL	File Meta Information Group Length	FileMetaInformationGroupLength	1	Dicom
(0002,0001)	OB	File Meta Information Version	FileMetaInformationVersion	1	Dicom
(0002,0002)	UI	Media Storage SOP Class UID	MediaStorageSOPClassUID	1	Dicom
(0002,0003)	UI	Media Storage SOP Instance UID	MediaStorageSOPInstanceUID	1	Dicom
(0002,0010)	UI	Transfer Syntax UID	TransferSyntaxUID	1	Dicom
(0002,0012)	UI	Implementation Class UID	ImplementationClassUID	1	Dicom
(0002,0013)	SH	Implementation Version Name	ImplementationVersionName	1	Dicom
(0002,0016)	AE	Source Application Entity Title	SourceApplicationEntityTitle	1	Dicom
(0002,0017)	AE	Sending Application Entity Title	SendingApplicationEntityTitle	1	Dicom
(0002,0018)	AE	Receiving Application Entity Title	ReceivingApplicationEntityTitle	1	Dicom
(0002,0026)	UR	Source Presentation Address	SourcePresentationAddress	1	Dicom
(0002,0027)	UR	Sending Presentation Address	SendingPresentationAddress	1	Dicom
(0002,0028)	UR	Receiving Presentation Address	ReceivingPresentationAddress	1	Dicom
(0002,0031)	OB	RTV Meta Information Version	RTVMetaInformationVersion	1	Dicom
(0002,0032)	UI	RTV Communication SOP Class UID	RTVCommunicationSOPClassUID	1	Dicom
(0002,0033)	UI	RTV Communication SOP Instance UID	RTVCommunicationSOPInstanceUID	1	Dicom
(0002,0035)	OB	RTV Source Identifier	RTVSourceIdentifier	1	Dicom
(0002,0036)	OB	RTV Flow Identifier	RTVFlowIdentifier	1	Dicom
(0002,0037)	UL	RTV Flow RTP Sampling Rate	RTVFlowRTPSamplingRate	1	Dicom
(0002,0038)	FD	RTV Flow Actual Frame Duration	RTVFlowActualFrameDuration	1	Dicom
(0002,0100)	UI	Private Information Creator UID	PrivateInformationCreatorUID	1	Dicom
(0002,0102)	OB	Private Information	PrivateInformation	1	Dicom
(0004,1130)	CS	File-set ID	FileSetID	1	Dicom
(0004,1141)	CS	File-set Descriptor File ID	FileSetDescriptorFileID	1-8	Dicom
(0004,1142)	CS	Specific Character Set of File-set Descriptor File	SpecificCharacterSetOfFileSetDescriptorFile	1	Dicom
(0004,1200)	UL	Offset of the First Directory Record of the Root Directory Entity	OffsetOfTheFirstDirectoryRecordOfTheRootDirectoryEntity	1	Dicom
(0004,1202)	UL	Offset of the Last Directory Record of the Root Directory Entity	OffsetOfTheLastDirectoryRecordOfTheRootDirectoryEntity	1	Dicom
(0004,1212)	US	File-set Consistency Flag	FileSetConsistencyFlag	1	Dicom
(0004,1220)	SQ	Directory Record Sequence	DirectoryRecordSequence	1	Dicom
(0004,1400)	UL	Offset of the Next Directory Record	OffsetOfTheNextDirectoryRecord	1	Dicom
(0004,1410)	US	Record In-use Flag	RecordInUseFlag	1	Dicom
(0004,1420)	UL	Offset of Referenced Lower-Level Directory Entity	OffsetOfReferencedLowerLevelDirectoryEntity	1	Dicom
(0004,1430)	CS	Directory Record Type	DirectoryRecordType	1	Dicom
(0004,1432)	UI	Private Record UID	PrivateRecordUID	1	Dicom
(0004,1500)	CS	Referenced File ID	ReferencedFileID	1-8	Dicom
(0004,1504)	UL	MRDR Directory Record Offset	MRDRDirectoryRecordOffset	1	Ret
(0004,1510)	UI	Referenced SOP Class UID in File	ReferencedSOPClassUIDInFile	1	Dicom
(0004,1511)	UI	Referenced SOP Instance UID in File	ReferencedSOPInstanceUIDInFile	1	Dicom
(0004,1512)	UI	Referenced Transfer Syntax UID in File	ReferencedTransferSyntaxUIDInFile	1	Dicom
(0004,151A)	UI	Referenced Related General SOP Class UID in File	ReferencedRelatedGeneralSOPClassUIDInFile	1-n	Dicom
(0004,1600)	UL	Number of References	NumberOfReferences	1	Ret
(0006,0001)	SQ	Current Frame Functional Groups Sequence	CurrentFrameFunctionalGroupsSequence	1	Dicom
(0008,0001)	UL	Length to End	LengthToEnd	1	Ret
(0008,0005)	CS	Specific Character Set	SpecificCharacterSet	1-n	Dicom
(0008,0006)	SQ	Language Code Sequence	LanguageCodeSequence	1	Dicom
(0008,0008)	CS	Image Type	ImageType	2-n	Dicom
(0008,0010)	SH	Recognition Code	RecognitionCode	1	Ret
(0008,0012)	DA	Instance Creation Date	InstanceCreationDate	1	Dicom
(0008,0013)	TM	Instance Creation Time	InstanceCreationTime	1	Dicom
(0008,0014)	UI	Instance Creator UID	InstanceCreatorUID	1	Dicom
(0008,0015)	DT	Instance Coercion DateTime	InstanceCoercionDateTime	1	Dicom
(0008,0016)	UI	SOP Class UID	SOPClassUID	1	Dicom
(0008,0017)	UI	Acquisition UID	AcquisitionUID	1	Dicom
(0008,0018)	UI	SOP Instance UID	SOPInstanceUID	1	Dicom
(0008,0019)	UI	Pyramid UID	PyramidUID	1	Dicom
(0008,001A)	UI	Related General SOP Class UID	RelatedGeneralSOPClassUID	1-n	Dicom
(0008,001B)	UI	Original Specialized SOP Class UID	OriginalSpecializedSOPClassUID	1	Dicom
(0008,0020)	DA	Study Date	StudyDate	1	Dicom
(0008,0021)	DA	Series Date	SeriesDate	1	Dicom
(0008,0022)	DA	Acquisition Date	AcquisitionDate	1	Dicom
(0008,0023)	DA	Content Date	ContentDate	1	Dicom
(0008,0024)	DA	Overlay Date	OverlayDate	1	Ret
(0008,0025)	DA	Curve Date	CurveDate	1	Ret
(0008,002A)	DT	Acquisition DateTime	AcquisitionDateTime	1	Dicom
(0008,0030)	TM	Study Time	StudyTime	1	Dicom
(0008,0031)	TM	Series Time	SeriesTime	1	Dicom
(0008,0032)	TM	Acquisition Time	AcquisitionTime	1	Dicom
(0008,0033)	TM	Content Time	ContentTime	1	Dicom
(0008,0034)	TM	Overlay Time	OverlayTime	1	Ret
(0008,0035)	TM	Curve Time	CurveTime	1	Ret
(0008,0040)	US	Data Set Type	DataSetType	1	Ret
(0008,0041)	LO	Data Set Subtype	DataSetSubtype	1	Ret
(0008,0042)	CS	Nuclear Medicine Series Type	NuclearMedicineSeriesType	1	Ret
(0008,0050)	SH	Accession Number	AccessionNumber	1	Dicom
(0008,0051)	SQ	Issuer of Accession Number Sequence	IssuerOfAccessionNumberSequence	1	Dicom
(0008,0052)	CS	Query/Retrieve Level	QueryRetrieveLevel	1	Dicom
(0008,0053)	CS	Query/Retrieve View	QueryRetrieveView	1	Dicom
(0008,0054)	AE	Retrieve AE Title	RetrieveAETitle	1-n	Dicom
(0008,0055)	AE	Station AE Title	StationAETitle	1	Dicom
(0008,0056)	CS	Instance Availability	InstanceAvailability	1	Dicom
(0008,0058)	UI	Failed SOP Instance UID List	FailedSOPInstanceUIDList	1-n	Dicom
(0008,0060)	CS	Modality	Modality	1	Dicom
(0008,0061)	CS	Modalities in Study	ModalitiesInStudy	1-n	Dicom
(0008,0062)	UI	SOP Classes in Study	SOPClassesInStudy	1-n	Dicom
(0008,0063)	SQ	Anatomic Regions in Study Code Sequence	AnatomicRegionsInStudyCodeSequence	1	Dicom
(0008,0064)	CS	Conversion Type	ConversionType	1	Dicom
(0008,0068)	CS	Presentation Intent Type	PresentationIntentType	1	Dicom
(0008,0070)	LO	Manufacturer	Manufacturer	1	Dicom
(0008,0080)	LO	Institution Name	InstitutionName	1	Dicom
(0008,0081)	ST	Institution Address	InstitutionAddress	1	Dicom
(0008,0082)	SQ	Institution Code Sequence	InstitutionCodeSequence	1	Dicom
(0008,0090)	PN	Referring Physician's Name	ReferringPhysicianName	1	Dicom
(0008,0092)	ST	Referring Physician's Address	ReferringPhysicianAddress	1	Dicom
(0008,0094)	SH	Referring Physician's Telephone Numbers	ReferringPhysicianTelephoneNumbers	1-n	Dicom
(0008,0096)	SQ	Referring Physician Identification Sequence	ReferringPhysicianIdentificationSequence	1	Dicom
(0008,009C)	PN	Consulting Physician's Name	ConsultingPhysicianName	1-n	Dicom
(0008,009D)	SQ	Consulting Physician Identification Sequence	ConsultingPhysicianIdentificationSequence	1	Dicom
(0008,0100)	SH	Code Value	CodeValue	1	Dicom
(0008,0101)	LO	Extended Code Value	ExtendedCodeValue	1	Dicos
(0008,0102)	SH	Coding Scheme Designator	CodingSchemeDesignator	1	Dicom
(0008,0103)	SH	Coding Scheme Version	CodingSchemeVersion	1	Dicom
(0008,0104)	LO	Code Meaning	CodeMeaning	1	Dicom
(0008,0105)	CS	Mapping Resource	MappingResource	1	Dicom
(0008,0106)	DT	Context Group Version	ContextGroupVersion	1	Dicom
(0008,0107)	DT	Context Group Local Version	ContextGroupLocalVersion	1	Dicom
(0008,0108)	LT	Extended Code Meaning	ExtendedCodeMeaning	1	Dicos
(0008,0109)	SQ	Coding Scheme Resources Sequence	CodingSchemeResourcesSequence	1	Dicom
(0008,010A)	CS	Coding Scheme URL Type	CodingSchemeURLType	1	Dicom
(0008,010B)	CS	Context Group Extension Flag	ContextGroupExtensionFlag	1	Dicom
(0008,010C)	UI	Coding Scheme UID	CodingSchemeUID	1	Dicom
(0008,010D)	UI	Context Group Extension Creator UID	ContextGroupExtensionCreatorUID	1	Dicom
(0008,010E)	UR	Coding Scheme URL	CodingSchemeURL	1	Dicom
(0008,010F)	CS	Context Identifier	ContextIdentifier	1	Dicom
(0008,0110)	SQ	Coding Scheme Identification Sequence	CodingSchemeIdentificationSequence	1	Dicom
(0008,0112)	LO	Coding Scheme Registry	CodingSchemeRegistry	1	Dicom
(0008,0114)	ST	Coding Scheme External ID	CodingSchemeExternalID	1	Dicom
(0008,0115)	ST	Coding Scheme Name	CodingSchemeName	1	Dicom
(0008,0116)	ST	Coding Scheme Responsible Organization	CodingSchemeResponsibleOrganization	1	Dicom
(0008,0117)	UI	Context UID	ContextUID	1	Dicom
(0008,0118)	UI	Mapping Resource UID	MappingResourceUID	1	Dicom
(0008,0119)	UC	Long Code Value	LongCodeValue	1	Dicom
(0008,0120)	UR	URN Code Value	URNCodeValue	1	Dicom
(0008,0121)	SQ	Equivalent Code Sequence	EquivalentCodeSequence	1	Dicom
(0008,0122)	LO	Mapping Resource Name	MappingResourceName	1	Dicom
(0008,0123)	SQ	Context Group Identification Sequence	ContextGroupIdentificationSequence	1	Dicom
(0008,0124)	SQ	Mapping Resource Identification Sequence	MappingResourceIdentificationSequence	1	Dicom
(0008,0201)	SH	Timezone Offset From UTC	TimezoneOffsetFromUTC	1	Dicom
(0008,0220)	SQ	Responsible Group Code Sequence	ResponsibleGroupCodeSequence	1	Dicom
(0008,0221)	CS	Equipment Modality	EquipmentModality	1	Dicom
(0008,0222)	LO	Manufacturer's Related Model Group	ManufacturerRelatedModelGroup	1	Dicom
(0008,0300)	SQ	Private Data Element Characteristics Sequence	PrivateDataElementCharacteristicsSequence	1	Dicom
(0008,0301)	US	Private Group Reference	PrivateGroupReference	1	Dicom
(0008,0302)	LO	Private Creator Reference	PrivateCreatorReference	1	Dicom
(0008,0303)	CS	Block Identifying Information Status	BlockIdentifyingInformationStatus	1	Dicom
(0008,0304)	US	Nonidentifying Private Elements	NonidentifyingPrivateElements	1-n	Dicom
(0008,0305)	SQ	Deidentification Action Sequence	DeidentificationActionSequence	1	Dicom
(0008,0306)	US	Identifying Private Elements	IdentifyingPrivateElements	1-n	Dicom
(0008,0307)	CS	Deidentification Action	DeidentificationAction	1	Dicom
(0008,0308)	US	Private Data Element	PrivateDataElement	1	Dicom
(0008,0309)	UL	Private Data Element Value Multiplicity	PrivateDataElementValueMultiplicity	1-3	Dicom
(0008,030A)	CS	Private Data Element Value Representation	PrivateDataElementValueRepresentation	1	Dicom
(0008,030B)	UL	Private Data Element Number of Items	PrivateDataElementNumberOfItems	1-2	Dicom
(0008,030C)	UC	Private Data Element Name	PrivateDataElementName	1	Dicom
(0008,030D)	UC	Private Data Element Keyword	PrivateDataElementKeyword	1	Dicom
(0008,030E)	UT	Private Data Element Description	PrivateDataElementDescription	1	Dicom
(0008,030F)	UT	Private Data Element Encoding	PrivateDataElementEncoding	1	Dicom
(0008,0310)	SQ	Private Data Element Definition Sequence	PrivateDataElementDefinitionSequence	1	Dicom
(0008,0400)	SQ	Scope of Inventory Sequence	ScopeOfInventorySequence	1	Dicom
(0008,0401)	LT	Inventory Purpose	InventoryPurpose	1	Dicom
(0008,0402)	LT	Inventory Instance Description	InventoryInstanceDescription	1	Dicom
(0008,0403)	CS	Inventory Level	InventoryLevel	1	Dicom
(0008,0404)	DT	Item Inventory DateTime	ItemInventoryDateTime	1	Dicom
(0008,0405)	CS	Removed from Operational Use	RemovedFromOperationalUse	1	Dicom
(0008,0406)	SQ	Reason for Removal Code Sequence	ReasonForRemovalCodeSequence	1	Dicom
(0008,0407)	UR	Stored Instance Base URI	StoredInstanceBaseURI	1	Dicom
(0008,0408)	UR	Folder Access URI	FolderAccessURI	1	Dicom
(0008,0409)	UR	File Access URI	FileAccessURI	1	Dicom
(0008,040A)	CS	Container File Type	ContainerFileType	1	Dicom
(0008,040B)	UR	Filename in Container	FilenameInContainer	1	Dicom
(0008,040C)	UV	File Offset in Container	FileOffsetInContainer	1	Dicom
(0008,040D)	UV	File Length in Container	FileLengthInContainer	1	Dicom
(0008,040E)	UI	Stored Instance Transfer Syntax UID	StoredInstanceTransferSyntaxUID	1	Dicom
(0008,040F)	CS	Extended Matching Mechanisms	ExtendedMatchingMechanisms	1-n	Dicom
(0008,0410)	SQ	Range Matching Sequence	RangeMatchingSequence	1	Dicom
(0008,0411)	SQ	List of UID Matching Sequence	ListOfUIDMatchingSequence	1	Dicom
(0008,0412)	SQ	Empty Value Matching Sequence	EmptyValueMatchingSequence	1	Dicom
(0008,0413)	SQ	General Matching Sequence	GeneralMatchingSequence	1	Dicom
(0008,0414)	US	Requested Status Interval	RequestedStatusInterval	1	Dicom
(0008,0415)	CS	Retain Instances	RetainInstances	1	Dicom
(0008,0416)	DT	Expiration DateTime	ExpirationDateTime	1	Dicom
(0008,0417)	CS	Transaction Status	TransactionStatus	1	Dicom
(0008,0418)	LT	Transaction Status Comment	TransactionStatusComment	1	Dicom
(0008,0419)	SQ	File Set Access Sequence	FileSetAccessSequence	1	Dicom
(0008,041A)	SQ	File Access Sequence	FileAccessSequence	1	Dicom
(0008,041B)	OB	Record Key	RecordKey	1	Dicom
(0008,041C)	OB	Prior Record Key	PriorRecordKey	1	Dicom
(0008,041D)	SQ	Metadata Sequence	MetadataSequence	1	Dicom
(0008,041E)	SQ	Updated Metadata Sequence	UpdatedMetadataSequence	1	Dicom
(0008,041F)	DT	Study Update DateTime	StudyUpdateDateTime	1	Dicom
(0008,0420)	SQ	Inventory Access End Points Sequence	InventoryAccessEndPointsSequence	1	Dicom
(0008,0421)	SQ	Study Access End Points Sequence	StudyAccessEndPointsSequence	1	Dicom
(0008,0422)	SQ	Incorporated Inventory Instance Sequence	IncorporatedInventoryInstanceSequence	1	Dicom
(0008,0423)	SQ	Inventoried Studies Sequence	InventoriedStudiesSequence	1	Dicom
(0008,0424)	SQ	Inventoried Series Sequence	InventoriedSeriesSequence	1	Dicom
(0008,0425)	SQ	Inventoried Instances Sequence	InventoriedInstancesSequence	1	Dicom
(0008,0426)	CS	Inventory Completion Status	InventoryCompletionStatus	1	Dicom
(0008,0427)	UL	Number of Study Records in Instance	NumberOfStudyRecordsInInstance	1	Dicom
(0008,0428)	UV	Total Number of Study Records	TotalNumberOfStudyRecords	1	Dicom
(0008,0429)	UV	Maximum Number of Records	MaximumNumberOfRecords	1	Dicom
(0008,1000)	AE	Network ID	NetworkID	1	Ret
(0008,1010)	SH	Station Name	StationName	1	Dicom
(0008,1030)	LO	Study Description	StudyDescription	1	Dicom
(0008,1032)	SQ	Procedure Code Sequence	ProcedureCodeSequence	1	Dicom
(0008,103E)	LO	Series Description	SeriesDescription	1	Dicom
(0008,103F)	SQ	Series Description Code Sequence	SeriesDescriptionCodeSequence	1	Dicom
(0008,1040)	LO	Institutional Department Name	InstitutionalDepartmentName	1	Dicom
(0008,1041)	SQ	Institutional Department Type Code Sequence	InstitutionalDepartmentTypeCodeSequence	1	Dicom
(0008,1048)	PN	Physician(s) of Record	PhysiciansOfRecord	1-n	Dicom
(0008,1049)	SQ	Physician(s) of Record Identification Sequence	PhysiciansOfRecordIdentificationSequence	1	Dicom
(0008,1050)	PN	Performing Physician's Name	PerformingPhysicianName	1-n	Dicom
(0008,1052)	SQ	Performing Physician Identification Sequence	PerformingPhysicianIdentificationSequence	1	Dicom
(0008,1060)	PN	Name of Physician(s) Reading Study	NameOfPhysiciansReadingStudy	1-n	Dicom
(0008,1062)	SQ	Physician(s) Reading Study Identification Sequence	PhysiciansReadingStudyIdentificationSequence	1	Dicom
(0008,1070)	PN	Operators' Name	OperatorsName	1-n	Dicom
(0008,1072)	SQ	Operator Identification Sequence	OperatorIdentificationSequence	1	Dicom
(0008,1080)	LO	Admitting Diagnoses Description	AdmittingDiagnosesDescription	1-n	Dicom
(0008,1084)	SQ	Admitting Diagnoses Code Sequence	AdmittingDiagnosesCodeSequence	1	Dicom
(0008,1088)	LO	Pyramid Description	PyramidDescription	1	Dicom
(0008,1090)	LO	Manufacturer's Model Name	ManufacturerModelName	1	Dicom
(0008,1100)	SQ	Referenced Results Sequence	ReferencedResultsSequence	1	Ret
(0008,1110)	SQ	Referenced Study Sequence	ReferencedStudySequence	1	Dicom
(0008,1111)	SQ	Referenced Performed Procedure Step Sequence	ReferencedPerformedProcedureStepSequence	1	Dicom
(0008,1115)	SQ	Referenced Series Sequence	ReferencedSeriesSequence	1	Dicom
(0008,1120)	SQ	Referenced Patient Sequence	ReferencedPatientSequence	1	Dicom
(0008,1125)	SQ	Referenced Visit Sequence	ReferencedVisitSequence	1	Dicom
(0008,1130)	SQ	Referenced Overlay Sequence	ReferencedOverlaySequence	1	Ret
(0008,1134)	SQ	Referenced Stereometric Instance Sequence	ReferencedStereometricInstanceSequence	1	Dicom
(0008,113A)	SQ	Referenced Waveform Sequence	ReferencedWaveformSequence	1	Dicom
(0008,1140)	SQ	Referenced Image Sequence	ReferencedImageSequence	1	Dicom
(0008,1145)	SQ	Referenced Curve Sequence	ReferencedCurveSequence	1	Ret
(0008,114A)	SQ	Referenced Instance Sequence	ReferencedInstanceSequence	1	Dicom
(0008,114B)	SQ	Referenced Real World Value Mapping Instance Sequence	ReferencedRealWorldValueMappingInstanceSequence	1	Dicom
(0008,1150)	UI	Referenced SOP Class UID	ReferencedSOPClassUID	1	Dicom
(0008,1155)	UI	Referenced SOP Instance UID	ReferencedSOPInstanceUID	1	Dicom
(0008,1156)	SQ	Definition Source Sequence	DefinitionSourceSequence	1	Dicom
(0008,115A)	UI	SOP Classes Supported	SOPClassesSupported	1-n	Dicom
(0008,1160)	IS	Referenced Frame Number	ReferencedFrameNumber	1-n	Dicom
(0008,1161)	UL	Simple Frame List	SimpleFrameList	1-n	Dicom
(0008,1162)	UL	Calculated Frame List	CalculatedFrameList	3-3n	Dicom
(0008,1163)	FD	Time Range	TimeRange	2	Dicom
(0008,1164)	SQ	Frame Extraction Sequence	FrameExtractionSequence	1	Dicom
(0008,1167)	UI	Multi-frame Source SOP Instance UID	MultiFrameSourceSOPInstanceUID	1	Dicom
(0008,1190)	UR	Retrieve URL	RetrieveURL	1	Dicom
(0008,1195)	UI	Transaction UID	TransactionUID	1	Dicom
(0008,1196)	US	Warning Reason	WarningReason	1	Dicom
(0008,1197)	US	Failure Reason	FailureReason	1	Dicom
(0008,1198)	SQ	Failed SOP Sequence	FailedSOPSequence	1	Dicom
(0008,1199)	SQ	Referenced SOP Sequence	ReferencedSOPSequence	1	Dicom
(0008,119A)	SQ	Other Failures Sequence	OtherFailuresSequence	1	Dicom
(0008,1200)	SQ	Studies Containing Other Referenced Instances Sequence	StudiesContainingOtherReferencedInstancesSequence	1	Dicom
(0008,1250)	SQ	Related Series Sequence	RelatedSeriesSequence	1	Dicom
